Date,Year,Day,Fisher,Number fishers,Video or Photo,Buyer,Method,Location,Time,First weight,Second weight,Third weight,Lionfish weight,Lobster large weight,Lobster small weight,Octopus weight,Crab weight,Conch weight,Eel weight,First number,Second number,Third number,Lionfish number,Lobster large number ,Lobster small number,Octopus number,Crab number,Conch number,Eel number,1st number snapper,1st number grouper,1st number other,2nd number parrotfish,2nd number snapper,2nd number grouper,2nd number lionfish,2nd number grunt,2nd number other,3rd number parrotfish,3rd number snapper,3rd number grouper,3rd number grunt,3rd number squirrelfish,3rd number other,Other weight,Other number,Region,Notes
15-Jul-13,2013,Monday,"And, Ces, Mac",3,"CD, 15 Jul 13, 4",Fe,Compressor,Banqueras west of Cayo Arena,6.25,1.75,13,86,0,4,5,0,3,0,0,3,26,269,0,2,9,0,1,0,0,1,2,0,17,2,5,0,1,1,135,4,13,1,54,60,0,,Offshore,
19-Jul-13,2013,Friday,PedCh,1,"CD, 19 Jul 13, 1",Co,Free,El Cayito,4,1.5,3,3.5,0,1,0,0,0,0,0,1,7,12,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0,1,7,0,3,1,0,1,0,,Center,
19-Jul-13,2013,Friday,"Bac, Wil",2,"CD, 19 Jul 13, 2",Co,Free,El Cayito,4,2.7,1.5,9.5,0,1,1.8,0,0,0,0,6,4,45,0,1,3,0,0,0,0,1,2,0,3,0,1,0,0,0,24,0,14,0,7,0,0,,Center,
19-Jul-13,2013,Friday,"Por, Arg, Neo",3,"CD, 19 Jul 13, 3",Fe,Compressor,La Pasita,4.5,3,16,34,0,1.5,3.75,0,5.5,0,0,,,,0,,,,2,,,,,,,,,,,,,,,,,,0,,Center,
19-Jul-13,2013,Friday,"Gui, ChiO, Sao",3,None,Fe,Gillnet,Suberano,5.25,4,12,12.75,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
19-Jul-13,2013,Friday,"Nan, Bet",2,"None, counted live",As,Free,,5.75,32,21.75,3,3,5,0,0,0,0,0,8,22,12,7,2,0,0,0,0,0,3,5,0,0,0,4,0,3,14,0,0,1,1,10,0,0,,Unknown,
19-Jul-13,2013,Friday,Onie,1,"None, counted live",As,Free,,5.75,7.5,8.5,7,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
19-Jul-13,2013,Friday,"AriYol, ChiB",2,None,An,Compressor,Unknown,6.33,18.5,19,17.5,0,0,0,0,5,0,0,,,,0,,,,2,,,,,,,,,,,,,,,,,,14,2,Unknown,
24-Jul-13,2013,Wednesday,"And, Ces",2,"CD, 24 Jul 13, 1",Fe,Compressor,Between 1st and 2nd reef in front,4.75,0,6,2.5,0,8.25,3.25,2,6,26.5,0,0,13,8,0,6,6,2,2,88,0,0,0,0,2,9,0,1,0,1,5,1,1,0,0,1,0,,Offshore,
24-Jul-13,2013,Wednesday,Bac,1,None,Co,Free,El Cayito,5.25,4.25,3.5,9.5,0,1.25,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Center,
24-Jul-13,2013,Wednesday,Nya,1,None,Co,Free,La Pasa Silla de Caballo,5,0,9.5,1.25,0,0,0,11,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
24-Jul-13,2013,Wednesday,Oni,1,None,Co,Free,La Pasa Silla de Caballo,5,0,8,3.5,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
24-Jul-13,2013,Wednesday,Rubi,1,None,Co,Free,El Cayito,5.25,6.5,9,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Center,
24-Jul-13,2013,Wednesday,Nan,1,None,As ,Free,La Paseta,5,3.75,11.75,4.75,0,3.75,2.75,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,70.5,1,Western,
24-Jul-13,2013,Wednesday,Cua,1,None,As ,Free,La Paseta,5,2,13.5,13.5,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
24-Jul-13,2013,Wednesday,Onie,1,None,As ,Free,La Paseta,5,0,4.5,4,0,0,0,3,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
24-Jul-13,2013,Wednesday,Cac,1,None,As ,Free,La Paseta,5,0,16,6.5,0,0,0,2.5,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
30-Jul-13,2013,Tuesday,"Pit, Neo",2,"CD, 30 Jul 13, 1",He,Compressor,"El Veril, El Punto del Hoyo and west",4.75,6.25,38,14.5,0,0,0.75,0,6,0,0,9,73,43,0,0,0,0,2,0,0,1,7,0,32,0,2,35,1,3,35,0,7,0,0,3,0,,Offshore,
30-Jul-13,2013,Tuesday,"?, ?",2,None,As,Gillnet,"El Menelo, in front of Loma Atravesada",5.25,6,4,4,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Western,
30-Jul-13,2013,Tuesday,Cua,1,"CD, 30 Jul 13, 2, first",As,Free,La Cordillera de Afuera,6.33,0.5,21,13.5,0,0,0,0,0,0,0,1,36,32,0,0,0,0,0,0,0,1,0,0,30,0,3,0,1,2,24,0,5,1,1,1,0,,Offshore,
30-Jul-13,2013,Tuesday,Fus,1,"CD, 30 Jul 13, 2, second",As,Free,La Cordillera de Afuera,6.33,6.5,15,4.5,1.5,0,2,0,0,1.5,0,4,24,13,1,0,3,0,0,5,0,2,2,0,15,0,5,0,3,1,8,0,3,0,0,2,0,,Offshore,
30-Jul-13,2013,Tuesday,Wan,1,"CD, 30 Jul 13, 2, third",As,Free,La Cordillera de Afuera,6.33,3.2,7,3.75,0,0,0,0.3,0,0,0,2,9,12,0,0,0,1,0,0,0,2,0,0,13,1,0,0,0,0,10,0,1,0,1,0,0,,Offshore,
30-Jul-13,2013,Tuesday,Onie,1,"CD, 30 Jul 13, 2, fourth",As,Free,La Cordillera de Afuera,6.33,4.75,3.75,4.75,0,0,0,0,0,0,0,4,7,15,0,0,0,0,0,0,0,3,1,0,6,0,1,0,0,0,14,0,0,0,0,1,0,,Offshore,
30-Jul-13,2013,Tuesday,Nan,1,"CD, 30 Jul 13, 2, fifth",As,Free,La Banquera de Geno Perez,6.33,6.75,12,20,5.75,5,3.75,0,0,0,0,7,22,17,9,3,6,0,0,0,0,2,4,1,7,2,5,0,1,7,10,0,3,0,1,3,0,,Offshore,
30-Jul-13,2013,Tuesday,"Gui, ChiO, Sao",3,"CD, 30 Jul 13, 3",Fe,Gillnet,West,7.25,6.6,60.5,49,0,1,0.6,0.3,0,0,0,7,130,163,0,1,1,1,0,0,0,0,2,3,3,5,1,0,6,115,17,7,0,101,0,38,0,,Western,
3-Aug-13,2013,Friday,Fus,1,None,As,Free,El Colorado,5,6.5,8,4,3,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Eastern,
3-Aug-13,2013,Friday,Cua,1,None,As,Free,La Cordillera de Cayo Arena,5,0,8,8,0,1,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Offshore,
4-Aug-13,2013,Sunday,"Gui, ChiO, Sao",3,"CD, 4 Aug 13, 1",Fe,Gillnet,Cordillera de Calo,4.5,0,3.5,8,0,2,0,0,0,0,0,0,6,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,16,0,6,0,,Center,
4-Aug-13,2013,Sunday,"Pit, Mac",2,"CD, 4 Aug 13, 2, first",Fe,Compressor,"El Veril, 22 brasas",4.75,43.5,4.5,2,0,5,0,0,0,0,0,16,5,4,0,3,0,0,0,0,0,2,11,3,0,0,0,5,0,0,3,0,0,0,0,1,0,,Offshore,
4-Aug-13,2013,Sunday,"And, Ces, Nin",3,"CD, 4 Aug 13, 2, second",Fe,Compressor,"El Veril, Ni 26 brasas",4.75,37,20.5,8,0,8,1.8,0,9,0,0,17,29,18,0,5,3,0,3,0,0,3,11,3,12,0,4,11,1,1,14,0,2,0,0,2,0,,Offshore,
4-Aug-13,2013,Sunday,"Por, Arg",2,None,Fe,Compressor,unknown,5.25,12.5,8.5,22.5,0,5.25,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
4-Aug-13,2013,Sunday,Nan,1,"CD, 4 Aug 13, 4",As,Free,? ASK,5.25,8.5,19.5,4,0,0,4.2,0.3,0,0,0,10,19,11,0,0,7,1,0,,0,2,8,0,4,1,2,1,2,9,0,0,,0,10,1,0,,Unknown,
4-Aug-13,2013,Sunday,Cua,1,"CD, 4 Aug 13, 3, first",As,Free,,5.25,0,0.9,14.5,0,0,0.75,0,0,0.6,0,0,28,57,0,0,1,0,0,2,0,0,0,1,22,0,2,0,2,2,44,0,3,1,8,1,,,Unknown,
4-Aug-13,2013,Sunday,Cac,1,None,As,Free,,5.25,0,6,10,0,0,0,0.5,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
4-Aug-13,2013,Sunday,Wan,1,"CD, 4 Aug 13, 3, second",As,Free,,5.25,0,15.75,7,0,0,0,3,0,0,0,0,10,28,0,0,0,5,0,0,0,0,0,0,8,0,0,0,1,1,24,0,2,0,1,1,0,,Unknown,
6-Aug-13,2013,Tuesday,Onie,1,"CD, 6 Aug 13, 1",As ,Free,La Paseta,5.5,3,16,6,0,0,0,0,0,0,0,4,31,22,0,0,0,0,0,0,0,3,1,0,24,4,1,0,2,0,19,1,0,0,1,1,0,,Western,
6-Aug-13,2013,Tuesday,Nan,1,"CD, 6 Aug 13, 2",As,Free,La Paseta,5.5,12,12.5,0,0.75,0,0,0,0,0,0,10,6,0,1,0,0,0,0,0,0,8,1,1,1,1,0,0,1,1,0,0,0,0,0,0,16,1,Western,
14-Aug-13,2013,Wednesday,"Por, Neo, Arg",3,"CD, 14 Aug 13, 1",Fe,Compressor,"El Play, beyond El Banco de Lulo and La de Afuera",5,11,18,30.5,0,4.5,0,0,0,0,0,14,29,111,0,,,0,0,0,0,3,10,1,9,5,6,4,2,3,90,0,8,0,12,1,30,,Offshore,
14-Aug-13,2013,Wednesday,"ArYol, Chi, Mar",3,"CD, 14 Aug 13, 2",An,Compressor,Close to Cayo Arena,5.5,20,33.5,71.5,0,0,4,0,0,0,6,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,2,Offshore,
14-Aug-13,2013,Wednesday,"Dan, Mac, ?",3,,An,Compressor,In front of La Cordillera de Afuera,5.75,18,20,17.5,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Offshore,
14-Aug-13,2013,Wednesday,"Nan, Bet",2,"CD, 14 Aug 13, 3",As,Free,East of Cayo Arena,6,20.5,24.5,12,4,2.5,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,Offshore,
14-Aug-13,2013,Wednesday,"Cac, Gua, Mell",3,"CD, 14 Aug 13, 4",An,Compressor,La Cordillera de Afuera,6.25,10,22,42,0,0,11.25,0,11.5,0,0,,,,0,0,15,,,,,,,,,,,,,,,,,,,,0,,Offshore,
13-Jun-14,2014,Friday,Nan,1,no video,As,Free,Silla de Caballo,unknown,2.5,11.5,1.5,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
13-Jun-14,2014,Friday,Fus,1,"partial video (13 Jun 14, As (first))",As,Free,Silla de Caballo,unknown,0.75,18,1.5,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
13-Jun-14,2014,Friday,Par,1,"13 Jun 14, As (second)",As,Free,Silla de Caballo,unknown,1.75,7,11,0,0,0,0,0,0,0,2,10,33,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,28,0,5,0,0,0,0,,,
13-Jun-14,2014,Friday,DaMi?,1,"13 Jun 14, As (third)",As,Free,Silla de Caballo,unknown,4.75,1.75,2,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,5,0,1,0,1,0,0,,,
13-Jun-14,2014,Friday,Mon,1,"13 Jun 14, As (fourth)",As,Free,Silla de Caballo,unknown,0,2,4,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,12,1,1,0,0,0,0,,,
13-Jun-14,2014,Friday,Cua,1,"13 Jun 15, As (fifth and last)",As,Free,Silla de Caballo,unknown,0,3,5,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,14,1,0,0,1,2,0,,,
14-Jun-14,2014,Saturday,Oni,1,"14 Jun 14, Oni",Co,Free,UNKNOWN,unknown,0,1.5,3,0,0,0,5.5,0,0.6,0,0,2,14,0,0,0,16,0,2,0,0,0,0,2,0,0,0,0,0,7,2,1,0,4,0,0,,,
14-Jun-14,2014,Saturday,Nan,1,no video,As,Free,UNKNOWN,unknown,8.5,8,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
14-Jun-14,2014,Saturday,Fus,1,"14 Jun 14, Fus",As,Free,UNKNOWN,unknown,2,5,5.5,0,0,0,0.5,0,1.2,0,3,11,19,0,0,0,1,0,4,0,2,1,0,8,0,2,0,0,1,9,0,1,0,8,1,0,,,
14-Jun-14,2014,Saturday,Par,1,"14 Jun 14, Par",As,Free,UNKNOWN,unknown,4,5.5,2.5,0,0,0,0,0,0,0,4,12,10,0,0,0,0,0,0,0,1,3,0,4,0,4,0,0,4,8,0,2,0,0,0,0,,,
14-Jun-14,2014,Saturday,"Car, Neo",2,"14 Jun 14, Neo",Fr,Compressor,El Veril?,unknown,2.5,8.5,0,2,1.5,0,0,0,0,0,3,16,0,4,1,0,0,0,0,0,1,2,0,11,0,1,4,0,0,0,0,0,0,0,0,0,,,
16-Jun-14,2014,Monday,"Fra, Che",2,no video,Vi,Offshore,Near El Veril,unknown,0,2,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
16-Jun-14,2014,Monday,Cab,1,"16 Jun 14, Cab",An,Free,Sancie,unknown,1.5,3.5,7,0,0,0,1.5,0,0,0,2,9,36,0,0,0,4,0,0,0,2,0,0,3,1,5,0,0,0,16,0,2,1,15,2,0,,,
16-Jun-14,2014,Monday,Gro,1,"16 Jun 14, Gro",Gr,Free,La Pasita,unknown,0,1,4.5,0,1.5,1.25,0,0,5.4,0,0,2,14,0,1,2,0,0,18,0,0,0,0,1,1,0,0,0,0,7,0,2,2,1,2,0,,,
16-Jun-14,2014,Monday,Fus,1,"16 Jun 14, Fus",As,Free,UNKNOWN,unknown,6,7.5,1,0,0,0,0,0,0,7.5,10,17,4,0,0,0,0,0,0,1,1,9,0,12,2,2,0,0,1,4,0,0,0,0,0,0,,,
17-Jun-14,2014,Tuesday,Fus,1,"17 Jun 14, Fus",As,Free,La Cordillera de Afuera,unknown,4.5,17,6,0,0,0,0,0,0,0,6,30,15,0,0,0,0,0,0,0,6,0,0,11,2,2,0,14,1,2,0,3,1,1,8,0,,,
17-Jun-14,2014,Tuesday,Cua,1,"17 Jun 14, Cua",As,Free,La Cordillera de Afuera,unknown,1,10,9.75,0,0,0,0,0,0,0,2,18,37,0,0,0,0,0,0,0,2,0,0,11,0,3,0,3,1,25,0,8,0,2,2,0,,,
17-Jun-14,2014,Tuesday,Nan,1,"17 Jun 14, Nan",As,Free,La Cordillera de Afuera,unknown,4.5,6.5,0,0,0,0,2,0,0,0,3,10,0,0,0,0,1,0,0,0,3,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,,,
17-Jun-14,2014,Tuesday,Par,1,"17 Jun 14, Par",As,Free,La Cordillera de Afuera,unknown,3.75,3,2,0,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,2,4,0,5,0,0,0,0,1,7,0,1,0,0,0,0,,,
17-Jun-14,2014,Tuesday,Onie,1,"17 Jun 14, Onie",As,Free,La Cordillera de Afuera,unknown,1,6.5,6,0,0,0,0,0,0,0,1,15,21,0,0,0,0,0,0,0,1,0,0,13,0,1,0,0,1,16,0,2,0,0,3,0,,,
18-Jun-14,2014,Wednesday,Par,1,"18 Jun 14, Par (1 and 2)",As,Free,UNKNOWN,unknown,1.5,11.5,10,0,0,0,0,0,0,0,2,18,35,0,0,0,0,0,0,0,0,2,0,15,0,2,0,0,1,34,0,0,0,1,0,0,,,
18-Jun-14,2014,Wednesday,UNKNOWN,1,"18 Jun 14, UNKNOWN",As,Free,UNKNOWN,unknown,0,6,6.5,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,1,17,1,2,0,2,2,0,,,
18-Jun-14,2014,Wednesday,Fus,1,"18 Jun 14, Fus",As,Free,UNKNOWN,unknown,2.75,6.5,1,0,0,0,0.5,0,0,0,3,12,4,0,0,0,1,0,0,0,2,1,0,11,1,0,0,0,0,4,0,0,0,0,0,0,,,
18-Jun-14,2014,Wednesday,Mon,1,"18 Jun 14, Mon",As,Free,UNKNOWN,unknown,1,2,4.5,0,0,0,0,0,0,0,1,5,17,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,7,1,2,0,6,1,0,,,
18-Jun-14,2014,Wednesday,Nya,1,"18 Jun 14, Nya",Co,Free,"Sancie, La Feria",unknown,2.5,14,6,0,0,0,3.75,0,0.6,2,3,33,23,0,0,0,11,0,2,2,0,3,0,27,0,3,0,3,0,18,0,1,0,3,1,0,,,
18-Jun-14,2014,Wednesday,Por,1,"18 Jun 14, Por",Co,Free,"Sancie, La Feria",unknown,4.75,5.25,3.5,0,0,0,0,0,1.2,2,7,14,15,0,0,0,0,0,4,1,5,2,0,5,2,7,0,0,0,9,0,1,0,2,3,0,,,
18-Jun-14,2014,Wednesday,PedCh,1,"18 Jun 14, PedCh",Co,Free,"Sancie, La Feria",unknown,0,1.5,4.5,0,0,0,1.75,0,0,0,0,3,21,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,18,0,1,1,1,0,0,,,
18-Jun-14,2014,Wednesday,VV,1,"18 Jun 14, VV",Co,Free,"Sancie, La Feria",unknown,1,1.75,8.5,0,0,0,0,0,0,0,1,4,43,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,25,3,2,2,10,1,0,,,
20-Jun-14,2014,Friday,Rub,1,no video,Fe,Free,La Cordillera de Cayo Arena,unknown,1,4,21,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
20-Jun-14,2014,Friday,PedCh,1,no video,Co,Free,Sancie,unknown,0,4.75,8.5,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
21-Jun-14,2014,Saturday,Gro,1,"21 Jun 14, Gro",Gr,Free,Los Yoyos,unknown,0,0,1,0,0,1.5,1,0,0,0.5,0,0,4,0,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,,,
21-Jun-14,2014,Saturday,Dav,1,no video,Gr,Free,Los Yoyos,unknown,0,0,0,0,0,9.5,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
22-Jun-14,2014,Sunday,Nya,1,no video,Co,Free,La Paseta,unknown,0,14.5,5.5,0,0,0,13,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
22-Jun-14,2014,Sunday,Leo,1,no video,Fe,Free,La Curva,unknown,5.5,16,8.5,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
22-Jun-14,2014,Sunday,Mon,1,"22 Jun 14, As (first)",As,Free,La Curva *actually near suberano?,unknown,3.5,4,4,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
22-Jun-14,2014,Sunday,Onie,1,"22 Jun 14, As (second)",As,Free,La Curva *actually near suberano?,unknown,0.75,13.5,9.5,0,0,0,0,0,0,0,1,20,33,0,0,0,0,0,0,0,0,1,0,16,0,2,0,1,1,18,0,0,0,14,1,0,,,
22-Jun-14,2014,Sunday,Cua,1,"22 Jun 14, Cua",As,Free,La Curva *actually near suberano?,unknown,0,9.5,5,0,0,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,16,0,2,0,1,1,11,0,1,0,1,3,0,,,
23-Jun-14,2014,Monday,"Fra, Che",2,picture?,Vi,Offshore,El Veril,unknown,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,5,,,
23-Jun-14,2014,Monday,Rei,1,no video,none,Offshore,,unknown,0,0,0,0,0,0,0,0,5,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
23-Jun-14,2014,Monday,PedCh,1,"23 Jun 14, Co (first)",Co,Free,El Panchin,unknown,0,1.5,1.5,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,,,
23-Jun-14,2014,Monday,Nya,1,"23 Jun 14, Co (second)",Co,Free,El Panchin,unknown,0,10.3,1,0,0,0,11.25,0,1.2,0,0,16,4,0,0,0,13,0,4,0,0,0,0,10,0,2,0,0,4,2,0,0,0,2,0,0,,,
23-Jun-14,2014,Monday,Leo,1,"23 Jun 14, Leo",Co,Free,El Panchin,unknown,1.75,6,8.5,0,0,0.6,0.75,0,0,0,2,15,39,0,0,1,2,0,0,0,1,1,0,12,0,1,0,0,2,23,0,1,1,12,2,0,,,
23-Jun-14,2014,Monday,"Pap, Val,?",3,no video,other,Trunk,Los Gruillones bajillos,unknown,20,0,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
24-Jun-14,2014,Tuesday,Rub,1,no video,Fer,Free,Sancie,unknown,3.5,9.5,16,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
24-Jun-14,2014,Tuesday,Par,1,"24 Jun 14, Par",As,Free,Los Gruillones,unknown,11.5,4.5,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,,,
24-Jun-14,2014,Tuesday,DaMi,1,"24 Jun 14, DaMi",As,Free,Los Gruillones,unknown,2,10,5,0,0,0,0,0,0,0,1,18,19,0,0,0,0,0,0,0,0,1,0,8,0,5,0,2,3,15,0,4,0,0,0,0,,,
24-Jun-14,2014,Tuesday,Fus,1,"24 Jun 14, Fus",As,Free,Sancie,unknown,8,9,6.5,1,0,0,0,0,0,0,7,26,16,2,0,0,0,0,0,0,1,6,0,14,0,8,2,1,1,10,0,3,0,0,3,0,,,
24-Jun-14,2014,Tuesday,Cua,1,"24 Jun 14, Cua",As,Free,El Agua Hondo,unknown,11.75,3.5,3,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,2,5,0,2,0,4,2,0,,,
24-Jun-14,2014,Tuesday,Mon,1,"24 Jun 14, Mon",As ,Free,Los Gruillones,unknown,1.75,2.5,4,0,0,0,0,0,0,0,2,6,15,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,9,0,3,2,0,1,0,,,
25-Jun-14,2014,Wednesday,Fus,1,no video,As,Free,La Cordillera de Afuera,unknown,1,7,4,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
25-Jun-14,2014,Wednesday,Oni,1,no video,As,Free,La Cordillera de Afuera,unknown,1.25,6,0.75,0,0,0,2,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
26-Jun-14,2014,Thursday,"Fra, Che",2,no video,Vi,Offshore,"El Veril, inshore of El Veril",unknown,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
26-Jun-14,2014,Thursday,Cab,1,"26 Jun 14, Cab",An,Free,UNKNOWN,unknown,3,7,17,0,0,1.8,0,0,0,0,4,19,74,0,0,3,0,0,0,0,3,1,0,12,2,5,0,0,0,38,1,6,3,25,1,0,,,
26-Jun-14,2014,Thursday,Rub,1,"26 Jun 14, Rub",Fe,Free,UNKNOWN,unknown,0,8,19,0,0,0,0,0,0,0,0,17,73,0,0,0,0,0,0,0,0,0,0,13,0,2,0,1,1,52,3,3,0,9,6,0,,,
26-Jun-14,2014,Thursday,Par,1,"26 Jun 14, Par (1 and 2)",As,Free,UNKNOWN,unknown,15.25,11,14,0,0,0,0,0,0,0,21,21,17,0,0,0,0,0,0,0,5,13,3,8,1,12,0,0,0,5,0,11,0,0,1,0,,,
26-Jun-14,2014,Thursday,DaMi,1,"26 Jun 14, DaMi",As,Free,UNKNOWN,unknown,4,6,6,0,0,0,0,0,0,0,4,15,19,0,0,0,0,0,0,0,1,3,0,8,0,7,0,0,0,14,0,5,0,0,0,0,,,
26-Jun-14,2014,Thursday,Fus,1,"26 Jun 14, Fus",As,Free,UNKNOWN,unknown,1.5,14,3,0,0,0,0,0,0,0,3,27,12,0,0,0,0,0,0,0,1,2,0,15,2,5,0,0,5,11,0,0,0,1,0,0,,,
26-Jun-14,2014,Thursday,Cua,1,"26 Jun 14, Cua",As,Free,UNKNOWN,unknown,2.5,7.5,9.75,0,0,0,0,0,0,0,3,14,27,0,0,0,0,0,0,0,3,0,0,9,1,1,0,2,1,22,2,1,0,0,2,0,,,
26-Jun-14,2014,Thursday,"Car, Mell",2,"26 Jun 14, Car (1, 2, and 3)",Ca,Compressor,banquera near la Cordillera de Afuera,unknown,6.5,17.5,25,1,5.2,0,0,12,0,0,5,23,48,2,4,0,0,4,0,0,2,3,0,15,1,3,2,1,1,44,0,1,1,0,2,0,,,
26-Jun-14,2014,Thursday,"AriYol, ChiB, Jos",3,"26 Jun 14, AriYol (1 and 2)",Ju,Compressor,La Banquera de Buen Hombre,unknown,8.3,19.5,69,0.5,0,1.2,0.33,14,5,2,11,34,324,1,0,2,1,5,12,2,1,10,0,14,0,9,1,3,7,107,7,34,15,133,28,0,,,
29-Jun-14,2014,Sunday,"Car, Mell, Nan",3,"29 Jun 14, Car",Ca,Compressor,Los morales de medio,unknown,4,72.5,6,0.5,0,0,0,2.75,0,0,4,91,17,1,0,0,0,1,0,0,2,2,0,9,0,8,1,71,2,4,1,2,9,1,0,0,,,
2-Jul-14,2014,Wednesday,Leo,1,no video,Co,Free,La Cordillera de Cayo Arena,unknown,0,7.75,6.5,0,0,0,1,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
2-Jul-14,2014,Wednesday,Mon,1,no video,As,Free,Los Feria,unknown,12,7,3,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
3-Jul-14,2014,Thursday,Haitian fishermen,10,no video,none,Offshore,Near la Banquera Seca,unknown,0,487.5,0,0,0,0,0,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
7-Jul-14,2014,Monday,Nya,1,no video,Co,Free,El Colorado,unknown,1.25,18.5,10,0,0,0,1.5,0,0,0,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,
4-Jul-14,2014,Friday,"AriYol, ChiB, Jes",3,"4 Jul 14, AriYol (1 and 2)",Ju,Compressor,between la Cordillera de Afuera and El Veril,unknown,6,15,37,0,8.5,0.6,0,13,0.3,0,8,34,146,0,6,1,0,4,1,0,0,8,0,15,2,14,0,1,2,91,4,22,12,4,13,0,,,
4-Jul-14,2014,Friday,"Any, Wilf",2,"4 Jul 14, Any",An,Compressor,in front of la Piedra de Buen Hombre,unknown,11.5,19.5,6.5,1,2,0,0.66,0,0,0,11,31,20,2,2,0,2,0,0,0,3,6,2,18,3,2,2,0,6,15,2,0,0,3,0,0,,,
